INSTNM,CONTROL,STABBR,age_entry,married,md_faminc,median_hh_inc,pct_white,md_earn_wne_p10,poverty_rate,unemp_rate,pct_born_us,better_off,LOCALE,MENONLY,WOMENONLY,DISTANCEONLY,UGDS,PCTPELL,UG25abv
Arkansas Beauty College,3,AR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,0,0,0,46,0.9231,0.3261
Lyon College,2,AR,20.8999996185,0.0799999982,49042.5,48616.43,88.7099990845,37200,10.3800001144,3.1900000572,96.8199996948,11842.5,33,0,0,0,570,0.4617,0.0524
Arkansas College of Barbering and Hair Design,3,AR,27.0200004578,0.150000006,13630.0,44157.53,50.7799987793,16900,16.7399997711,4.4299998283,96.7699966431,-3270.0,13,0,0,0,134,0.6629,0.4851
Arkansas College of Barbering and Hair Design,3,AR,NA,NA,NA,NA,NA,16900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthur's Beauty College Inc-Fort Smith,3,AR,25.8199996948,0.200000003,13634.0,44415.8,81.3700027466,15000,12.4600000381,3.2100000381,93.1600036621,-1366.0,13,0,0,0,50,0.7746,0.58
University of Arkansas,1,AR,21.4599990845,0.1000000015,52612.0,52450.53,84.9499969482,43600,9.5600004196,3.7999999523,94.6299972534,9012.0,13,0,0,0,20776,0.2427,0.1044
University of Arkansas at Pine Bluff,1,AR,21.5100002289,0.0500000007,23857.0,42634.24,42.9199981689,27400,18.1200008392,5.3200001717,96.3799972534,-3543.0,13,0,0,0,2503,0.6986,0.148
Arkansas State University-Beebe,1,AR,25.5,0.3199999928,25402.5,47850.96,91.8399963379,NA,9.720000267,4.2399997711,97.6399993896,NA,31,0,0,0,3217,0.3155,0.7155
Arkansas State University-Main Campus,1,AR,23.9799995422,0.2099999934,27550.0,42159.88,83.2600021362,32700,13.3900003433,3.75,98.0400009155,-5150.0,13,0,0,0,9325,0.4618,0.224
Arkansas Tech University,1,AR,23.0499992371,0.1899999976,31932.0,43602.11,89.7600021362,35000,11.6099996567,3.4500000477,96.6600036621,-3068.0,33,0,0,0,8734,0.4559,0.2436
University of Arkansas at Monticello,1,AR,23.8199996948,0.1700000018,22739.0,39642.34,64.1800003052,33600,16.4799995422,4.6500000954,97.6600036621,-10861.0,33,0,0,0,3024,0.6473,0.2261
Arthur's Beauty College Inc-Jacksonville,3,AR,25.2199993134,0.2800000012,14303.0,47817.42,74.6399993896,15400,11.8999996185,3.8699998856,97.5500030518,-1097.0,21,0,0,0,64,0.679,0.5469
Baptist Health Schools-Little Rock,2,AR,28.3600006104,0.3799999952,21042.0,50522.63,75.9499969482,42100,10.6499996185,3.6900000572,97.4199981689,-21058.0,12,0,0,0,918,0.5978,0.3791
Black River Technical College,1,AR,26.2199993134,0.3600000143,21742.0,38741.83,96.3000030518,26600,12.6099996567,3.4600000381,98.8700027466,-4858.0,41,0,0,0,1894,0.6406,0.4239
University of Central Arkansas,1,AR,21.1000003815,0.0900000036,39480.0,48705.91,79.8000030518,37100,11.2299995422,3.6500000954,97.2099990845,2380.0,13,0,0,0,9261,0.3937,0.1142
Central Baptist College,2,AR,24.4699993134,0.2099999934,44821.0,50351.38,83.2799987793,35700,10.1400003433,3.4100000858,97.0599975586,9121.0,13,0,0,0,769,0.4531,0.4172
Cossatot Community College of the University of Arkansas,1,AR,26.6000003815,0.3300000131,18424.0,40394.08,79.0,21000,13.2299995422,3.1400001049,93.4300003052,-2576.0,41,0,0,0,1129,0.3819,0.2905
Crowley's Ridge College,2,AR,20.3299999237,0.0399999991,43678.0,43531.15,89.6900024414,31100,11.6000003815,3.4600000381,97.8300018311,12578.0,41,0,0,0,153,0.4429,0.05
Crowley's Ridge Technical Institute,1,AR,28.9899997711,0.3199999928,12915.0,36585.52,58.7200012207,20200,20.8999996185,4.9699997902,99.0999984741,-7285.0,32,0,0,0,286,0.7814,0.4056
East Arkansas Community College,1,AR,25.3899993896,0.2300000042,17240.5,36763.69,57.0299987793,23100,20.8999996185,5.3200001717,99.1600036621,-5859.5,32,0,0,0,922,0.416,0.3831
Eastern College of Health Vocations-Little Rock,3,AR,27.1700000763,0.25,13784.0,47009.67,58.7299995422,19700,14.6099996567,4.4299998283,96.7200012207,-5916.0,12,0,0,0,302,0.8886,0.6656
Imagine-Paul Mitchell Partner School,3,AR,25.5699996948,0.1899999976,11231.0,50392.05,64.1299972534,NA,10.6400003433,3.6900000572,97.0,NA,13,0,0,0,482,0.5097,0.3361
National Park Community College,1,AR,26.5300006866,0.3100000024,17997.0,42516.37,88.8700027466,25000,11.2299995422,2.9100000858,96.9300003052,-7003.0,23,0,0,0,2445,0.6033,0.4254
University of Arkansas Community College-Batesville,1,AR,26.4200000763,0.3700000048,21215.0,41751.68,95.1900024414,23900,10.8699998856,3.4900000095,98.5100021362,-2685.0,33,0,0,0,1090,0.6327,0.3673
Harding University,2,AR,20.5900001526,0.0799999982,76594.0,61757.88,84.5299987793,38600,7.9000000954,3.6500000954,94.2900009155,37994.0,32,0,0,0,4428,0.2631,0.058
Harding School of Theology,2,TN,NA,NA,NA,NA,NA,38600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Henderson State University,1,AR,22.0900001526,0.1400000006,32258.0,45548.96,78.7900009155,35200,12.1099996567,3.2899999619,96.3300018311,-2942.0,32,0,0,0,3190,0.5296,0.171
Hendrix College,2,AR,19.4799995422,0.0099999998,80333.0,63550.03,81.6200027466,40500,8.0500001907,3.2000000477,93.7900009155,39833.0,13,0,0,0,1428,0.1792,0.0056
Hot Springs Beauty College,3,AR,24.8700008392,0.3100000024,19121.5,44560.1,88.4599990845,14000,10.6199998856,2.7999999523,97.3700027466,5121.5,13,0,0,0,43,0.5616,0.4186
Jefferson Regional Medical Center School of Nursing,2,AR,26.7000007629,0.3799999952,23823.0,44278.02,66.3000030518,NA,13.4200000763,3.9700000286,98.5299987793,NA,13,0,0,0,76,0.6471,0.5658
John Brown University,2,AR,25.4300003052,0.3100000024,53841.5,56884.69,85.8399963379,46200,8.0500001907,2.9200000763,94.1200027466,7641.5,32,0,0,0,1770,0.3184,0.2192
Lees School of Cosmetology,3,AR,23.8700008392,0.1800000072,12996.0,52633.44,75.4000015259,NA,9.6899995804,2.9500000477,96.9800033569,NA,13,0,0,0,27,0.6486,0.5185
Career Academy of Hair Design,3,AR,24.7600002289,0.25,13910.0,50797.95,88.4700012207,NA,8.7100000381,3.4100000858,92.2600021362,NA,13,0,0,0,364,0.4813,0.3654
Career Academy of Hair Design-Siloam Springs,3,AR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career Academy of Hair Design-Rogers,3,AR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career Academy of Hair Design-Fayetteville,3,AR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marsha Kay Beauty College,3,AR,26.3600006104,0.4799999893,9165.0,36956.92,97.4000015259,NA,10.4799995422,2.1199998856,98.2200012207,NA,33,0,0,0,15,0.9583,0.4
Academy of Salon and Spa,3,AR,27.2900009155,0.3100000024,13864.5,43968.6,85.9800033569,NA,11.7100000381,3.5499999523,95.5100021362,NA,13,0,0,0,75,0.6746,0.3467
Mid-South Community College,1,AR,25.8400001526,0.200000003,16551.0,41452.41,51.4000015259,21800,20.4799995422,4.2800002098,98.4499969482,-5249.0,21,0,0,0,1263,0.5818,0.3659
Arkansas Northeastern College,1,AR,25.6599998474,0.2800000012,17126.0,37938.88,72.0899963379,22500,18.1100006104,4.6300001144,98.5699996948,-5374.0,41,0,0,0,1141,0.5018,0.4119
Margaret's Hair Academy Inc,3,AR,25.8799991608,0.25,10781.5,41362.64,85.8700027466,NA,13.3299999237,4.0700001717,96.9800033569,NA,33,0,0,0,65,0.9634,0.3077
New Tyler Barber College Inc,3,AR,25.1000003815,0.1000000015,10693.0,45287.22,55.2000007629,13400,15.7600002289,4.4000000954,96.9700012207,-2707.0,13,0,0,0,79,0.6129,0.49370000000000003
North Arkansas College,1,AR,26.5300006866,0.3000000119,17775.5,39024.26,95.6999969482,25500,11.9499998093,3.0399999619,97.5199966431,-7724.5,33,0,0,0,1885,0.6147,0.3862
Northwest Technical Institute,1,AR,27.8299999237,0.3000000119,15520.0,48871.29,89.3399963379,27800,9.6800003052,3.6400001049,92.7300033569,-12280.0,13,0,0,0,252,0.2137,0.4127
Ouachita Baptist University,2,AR,19.5900001526,0.0199999996,71658.0,61306.22,78.9899978638,37500,8.6599998474,3.1600000858,93.3199996948,34158.0,32,0,0,0,1513,0.2702,0.0207
College of the Ouachitas,1,AR,26.7600002289,0.3199999928,22925.5,46122.57,85.4400024414,24100,10.1899995804,2.9700000286,98.1699981689,-1174.5,31,0,0,0,817,0.3697,0.3324
Ozarka College,1,AR,28.1399993896,0.3600000143,16184.0,34796.93,96.9000015259,25200,13.4099998474,2.5399999619,98.9400024414,-9016.0,43,0,0,0,1226,0.7091,0.4473
University of the Ozarks,2,AR,20.4599990845,0.0299999993,44123.0,51329.59,85.8000030518,31100,10.1899995804,3.4800000191,94.3199996948,13023.0,33,0,0,0,568,0.3906,0.041
University of Arkansas Community College-Morrilton,1,AR,25.6100006104,0.2700000107,20671.0,44557.97,90.1399993896,25600,11.1999998093,3.6600000858,97.6900024414,-4929.0,32,0,0,0,2077,0.672,0.3541
Philander Smith College,2,AR,22.6800003052,0.0599999987,21262.0,45434.78,48.0800018311,26200,16.4799995422,5.0799999237,95.1800003052,-4938.0,12,0,0,0,554,0.7282,0.1673
Phillips Community College of the University of Arkansas,1,AR,25.1000003815,0.1899999976,14807.0,34872.94,53.4700012207,21200,22.5900001526,4.9099998474,98.9199981689,-6393.0,41,0,0,0,986,0.396,0.2134
Southeast Arkansas College,1,AR,27.2399997711,0.25,17227.0,42805.78,54.0600013733,26700,16.1000003815,4.6700000763,98.4499969482,-9473.0,13,0,0,0,1415,0.5864,0.4916
Professional Cosmetology Education Center,3,AR,24.7700004578,0.200000003,14072.0,39190.14,64.4700012207,NA,15.2100000381,4.0599999428,98.7900009155,NA,33,0,0,0,50,0.7077,0.38
Pulaski Technical College,1,AR,27.7199993134,0.2199999988,19631.0,50007.22,63.7099990845,28700,12.1899995804,3.8299999237,96.6500015259,-9069.0,13,0,0,0,9480,0.5737,0.6052
University of Arkansas Community College-Hope,1,AR,25.8600006104,0.2800000012,18263.0,38791.69,67.0100021362,23000,15.6300001144,3.6500000954,96.0299987793,-4737.0,32,0,0,0,1157,0.619,0.3205
Rich Mountain Community College,1,AR,26.7099990845,0.3600000143,14707.0,35544.46,93.8799972534,21300,14.4399995804,2.8900001049,97.0999984741,-6593.0,33,0,0,0,553,0.3892,0.3563
Paul Mitchell the School-Arkansas,3,AR,25.2900009155,0.3400000036,17511.5,47966.62,89.5899963379,NA,9.5500001907,4.4299998283,93.7300033569,NA,13,0,0,0,96,0.4392,0.1979
Searcy Beauty College Inc,3,AR,27.6399993896,0.4300000072,12367.0,42041.01,90.5599975586,11100,11.2600002289,5.5999999046,98.4400024414,1267.0,32,0,0,0,104,0.4621,0.2692
Shorter College,2,AR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,330,0.75,0.7152
Williams Baptist College,2,AR,21.2399997711,0.1400000006,39189.0,42485.2,90.8700027466,32300,12.1300001144,3.3800001144,98.1800003052,6889.0,42,0,0,0,501,0.5265,0.0871
South Arkansas Community College,1,AR,27.7299995422,0.2700000107,17973.5,40724.53,65.5500030518,26100,14.9099998474,4.0799999237,98.2200012207,-8126.5,33,0,0,0,1306,0.51,0.4406
Southern Arkansas University Main Campus,1,AR,22.4099998474,0.1299999952,27662.0,42416.87,67.4800033569,35900,14.6599998474,4.0500001907,97.1299972534,-8238.0,33,0,0,0,2640,0.5152,0.1713
Southern Arkansas University Tech,1,AR,25.6000003815,0.2599999905,21269.5,39761.28,63.3600006104,26800,15.3500003815,4.4600000381,98.6900024414,-5530.5,42,0,0,0,894,0.322,0.2462
Velvatex College of Beauty Culture,3,AR,28.1599998474,0.1599999964,10966.0,46600.84,49.7700004578,NA,14.6000003815,4.5999999046,96.7200012207,NA,12,0,0,0,25,0.52,0.52
University of Arkansas-Fort Smith,1,AR,24.2900009155,0.2399999946,25892.0,45327.2,85.9400024414,29900,11.3500003815,3.2400000095,95.1399993896,-4008.0,13,0,0,0,6508,0.5053,0.2877
Academy of Art University,3,CA,24.4799995422,0.1299999952,37597.0,74015.06,67.9100036621,36100,7.5599999428,3.3499999046,79.75,1497.0,11,0,0,0,10300,0.4242,0.4043
ITT Technical Institute-Rancho Cordova,3,CA,24.4899997711,0.150000006,29467.5,61874.98,67.3300018311,38400,10.720000267,4.5599999428,82.8199996948,-8932.5,13,0,0,0,510,0.662,0.7235
Academy of Chinese Culture and Health Sciences,2,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,NA,NA,NA
The Academy of Radio and TV Broadcasting,3,CA,26.5100002289,0.1199999973,19742.0,61944.01,55.3400001526,28500,13.3500003815,4.6500000954,72.3899993896,-8758.0,21,0,0,0,44,0.8228,0.4545
Avalon School of Cosmetology-Alameda,3,CA,25.4500007629,0.1099999994,0.0,61895.48,38.0900001526,16200,13.4099998474,4.6599998474,73.6100006104,-16200.0,21,0,0,0,186,0.7865,0.3387
College of Alameda,1,CA,25.8500003815,0.1199999973,10203.5,61586.14,40.0200004578,34300,13.3800001144,4.4000000954,70.1200027466,-24096.5,21,0,0,0,5147,0.2203,0.394
Allan Hancock College,1,CA,24.8600006104,0.200000003,18901.5,56468.26,67.0500030518,29500,11.8999996185,4.5999999046,76.6800003052,-10598.5,12,0,0,0,9692,0.2424,0.3713
American Academy of Dramatic Arts-Los Angeles,2,CA,21.4699993134,0.0299999993,43164.0,66085.54,73.3099975586,30200,9.0900001526,3.8599998951,81.5100021362,12964.0,11,0,0,0,258,0.4163,0.1589
American Baptist Seminary of the West,2,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,NA,NA,NA
American Film Institute Conservatory,2,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,NA,NA,NA
American Beauty College,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,45,0.8258,0.1333
American Career College-Los Angeles,3,CA,25.8299999237,0.1899999976,15660.0,51468.52,40.1599998474,29800,19.1499996185,5.5900001526,58.9799995422,-14140.0,11,0,0,0,1770,0.7065,0.4017
American Conservatory Theater,2,CA,25.2700004578,0.0,6272.0,80150.07,70.5199966431,NA,6.5,2.8099999428,79.9899978638,NA,11,0,0,0,0,NA,NA
American River College,1,CA,27.3899993896,0.25,10705.0,59196.72,69.1299972534,27600,11.4600000381,4.4099998474,83.3000030518,-16895.0,21,0,0,0,27332,0.2858,0.5035
Everest College-Hayward,3,CA,27.3600006104,0.2099999934,14367.5,59551.03,49.9900016785,21400,13.0600004196,4.2199997902,82.8600006104,-7032.5,12,0,0,0,170,0.7023,0.5353
Antelope Valley College,1,CA,26.5799999237,0.1700000018,10738.0,58643.73,61.4000015259,27000,14.1400003433,6.3499999046,83.2399978638,-16262.0,21,0,0,0,12416,0.5111,0.3889
Art Center College of Design,2,CA,23.5400009155,0.0399999991,28815.0,74131.88,60.4799995422,51700,9.1499996185,3.7599999905,68.4599990845,-22885.0,12,0,0,0,1742,0.36870000000000003,0.3039
Associated Technical College-Los Angeles,3,CA,33.9599990845,0.3100000024,11123.5,41078.15,32.8100013733,21900,25.2299995422,6.1799998283,51.2799987793,-10776.5,11,0,0,0,404,0.6992,0.5916
Associated Technical College-San Diego,3,CA,28.2800006866,0.1099999994,0.0,50973.76,50.4199981689,19500,15.6000003815,4.6599998474,69.7600021362,-19500.0,11,0,0,0,110,0.9834,0.5455
Azusa Pacific University,2,CA,24.5100002289,0.1899999976,72335.5,73950.46,68.4199981689,49000,7.9499998093,3.8299999237,79.3700027466,23335.5,21,0,0,0,6543,0.2858,0.1467
Bakersfield College,1,CA,24.5300006866,0.1800000072,15755.0,46274.57,56.6899986267,29700,19.6800003052,7.8299999237,78.3600006104,-13945.0,11,0,0,0,15854,0.3905,0.3337
Barstow Community College,1,CA,27.7199993134,0.4499999881,14594.5,50748.29,62.5099983215,31800,10.7700004578,5.2699999809,85.6200027466,-17205.5,32,0,0,0,2866,0.4941,0.5086
Bellus Academy-National City,3,CA,24.5,0.2300000042,19508.0,54154.45,45.3800010681,14800,14.7100000381,4.5599999428,66.1800003052,4708.0,21,0,0,0,185,0.5461,0.3459
Bethesda University of California,2,CA,35.9399986267,0.6299999952,21813.5,73410.31,46.0999984741,NA,11.4399995804,4.1199998856,59.1100006104,NA,11,0,0,0,259,0.75,0.4672
Biola University,2,CA,22.2099990845,0.0900000036,71594.0,75484.4,70.0699996948,40700,7.4699997902,3.6300001144,79.9599990845,30894.0,21,0,0,0,4324,0.3103,0.0395
Brooks Institute,3,CA,22.1700000763,0.0399999991,51937.5,71989.4,76.5699996948,29100,7.4400000572,3.4600000381,84.1200027466,22837.5,13,0,0,0,492,0.4281,0.2907
Brownson Technical School,3,CA,30.9200000763,0.3199999928,21701.0,71944.78,57.75,NA,9.4300003052,3.9400000572,68.0500030518,NA,11,0,0,0,45,0.795,0.6222
Bryan University,3,CA,30.6800003052,0.2199999988,34515.0,60965.37,50.5,42300,14.1499996185,5.0,65.2699966431,-7785.0,11,0,0,0,879,0.5886,0.7509
Butte College,1,CA,24.8999996185,0.1599999964,14660.0,46805.61,80.8099975586,29800,12.4499998093,5.3899998665,89.1600036621,-15140.0,42,0,0,0,11123,0.4933,0.3289
Phillips Graduate Institute,2,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,NA,NA,NA
California Institute of Integral Studies,2,CA,36.7799987793,0.2199999988,25628.0,76698.12,65.1100006104,NA,7.9600000381,3.2400000095,74.8300018311,NA,11,0,0,0,75,0.5699,0.7067
Cabrillo College,1,CA,25.6000003815,0.1400000006,15360.0,70523.73,70.0599975586,32100,8.3299999237,4.5300002098,77.3700027466,-16740.0,22,0,0,0,12724,0.2477,0.43
California Baptist University,2,CA,23.8600006104,0.1899999976,63947.0,66849.57,65.8300018311,41800,9.9099998474,4.4200000763,82.3199996948,22147.0,11,0,0,0,5797,0.4777,0.2255
California College of the Arts,2,CA,23.0200004578,0.0500000007,37618.0,73343.27,69.1100006104,35700,7.9800000191,3.5,79.5400009155,1918.0,11,0,0,0,1463,0.3241,0.1751
University of California-Hastings College of Law,1,CA,25.6200008392,0.0599999987,12935.0,77597.69,64.7399978638,107900,7.8000001907,3.4700000286,74.5400009155,-94965.0,11,0,0,0,NA,NA,NA
California Institute of Technology,2,CA,19.7900009155,0.0099999998,53201.0,81448.64,72.1200027466,74000,6.6500000954,3.1400001049,78.8399963379,-20799.0,12,0,0,0,977,0.1063,0.0082
California Lutheran University,2,CA,21.7299995422,0.0700000003,76461.0,81648.78,74.0599975586,52900,6.4899997711,3.4000000954,81.1200027466,23561.0,12,0,0,0,2882,0.2578,0.1326
California Polytechnic State University-San Luis Obispo,1,CA,20.3999996185,0.0299999993,72114.0,74683.78,73.4100036621,60900,7.1599998474,3.6800000668,81.7799987793,11214.0,23,0,0,0,18664,0.1975,0.0359
Alliant International University,2,CA,27.5900001526,0.1400000006,18711.0,71211.32,65.2200012207,51800,9.1400003433,3.8299999237,76.6999969482,-33089.0,11,0,0,0,254,0.3228,0.1625
Alliant International University-Fresno,2,CA,NA,NA,NA,NA,NA,51800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alliant International University-Los Angeles,2,CA,NA,NA,NA,NA,NA,51800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alliant International University-San Francisco,2,CA,NA,NA,NA,NA,NA,51800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alliant International University-Irvine,2,CA,NA,NA,NA,NA,NA,51800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alliant International University-Sacramento,2,CA,NA,NA,NA,NA,NA,51800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California State University-Bakersfield,1,CA,24.3999996185,0.1800000072,28069.5,53982.7,60.1599998474,48100,16.3899993896,6.5999999046,80.2399978638,-20030.5,11,0,0,0,7226,0.5843,0.2056
California State University-Stanislaus,1,CA,23.6499996185,0.1599999964,31658.5,56979.76,64.7799987793,44900,12.9499998093,6.5199999809,79.1699981689,-13241.5,23,0,0,0,7751,0.5774,0.203
California State University-San Bernardino,1,CA,24.0400009155,0.150000006,28986.5,59070.9,58.1300010681,45500,13.3599996567,5.0799999237,79.0299987793,-16513.5,12,0,0,0,15887,0.5799,0.2094
California State Polytechnic University-Pomona,1,CA,21.7399997711,0.0700000003,30962.0,68064.96,52.3600006104,52000,11.0900001526,4.3099999428,67.3499984741,-21038.0,21,0,0,0,20857,0.4404,0.1747
California State University-Chico,1,CA,22.2900009155,0.0900000036,37864.0,61867.44,77.5199966431,45100,9.6300001144,4.5100002289,85.9899978638,-7236.0,13,0,0,0,15106,0.3893,0.1358
California State University-Dominguez Hills,1,CA,25.5200004578,0.1400000006,25199.5,54533.0,38.2599983215,42800,17.8199996948,5.5700001717,66.9300003052,-17600.5,13,0,0,0,11894,0.5862,0.3762
California State University-Fresno,1,CA,22.3600006104,0.1199999973,28781.0,53295.09,58.0600013733,43200,16.0699996948,6.5999999046,78.5199966431,-14419.0,11,0,0,0,19911,0.5407,0.1628
California State University-Fullerton,1,CA,22.6000003815,0.0900000036,31500.0,73036.4,57.7700004578,46500,9.4099998474,3.9300000668,69.2600021362,-15e3,21,0,0,0,33000,0.4061,0.1981
California State University-East Bay,1,CA,24.8199996948,0.1099999994,22898.0,78750.43,50.0900001526,51300,8.3900003433,3.7400000095,71.1600036621,-28402.0,12,0,0,0,12079,0.4426,0.3269
California State University-Long Beach,1,CA,22.1900005341,0.0599999987,30725.0,66954.9,53.6699981689,46900,11.9399995804,4.3899998665,69.25,-16175.0,11,0,0,0,30440,0.4733,0.1708
California State University-Los Angeles,1,CA,24.2099990845,0.1099999994,20015.0,52850.08,42.6899986267,44900,17.5100002289,5.1900000572,58.1300010681,-24885.0,11,0,0,0,19525,0.6447,0.2574
California State University-Northridge,1,CA,22.6399993896,0.0900000036,27373.0,64055.44,57.3699989319,44200,12.9399995804,4.8600001335,65.0999984741,-16827.0,11,0,0,0,33581,0.4848,0.1936
California State University-Sacramento,1,CA,23.1399993896,0.1199999973,28449.0,65686.13,64.8399963379,46500,10.1400003433,4.4099998474,81.5699996948,-18051.0,11,0,0,0,25991,0.505,0.2521
University of California-Berkeley,1,CA,20.7800006866,0.0399999991,39266.0,77601.85,59.2599983215,62700,8.5600004196,3.6900000572,71.6800003052,-23434.0,12,0,0,0,25951,0.3237,0.0621
University of California-Davis,1,CA,20.5100002289,0.0299999993,41894.0,76621.08,59.1300010681,57100,8.5399999619,3.8499999046,73.6200027466,-15206.0,23,0,0,0,26483,0.4297,0.0571
University of California-Irvine,1,CA,20.1900005341,0.0299999993,50385.0,78085.65,58.4000015259,55800,8.7100000381,3.7400000095,69.0100021362,-5415.0,12,0,0,0,23517,0.432,0.0442
University of California-Los Angeles,1,CA,20.9200000763,0.0399999991,34557.5,72896.84,58.0400009155,59200,10.0799999237,4.0700001717,68.1100006104,-24642.5,11,0,0,0,28667,0.3624,0.0532
University of California-Riverside,1,CA,20.0799999237,0.0299999993,43078.5,68292.12,53.9000015259,48700,11.2899999619,4.3899998665,69.7099990845,-5621.5,11,0,0,0,18612,0.564,0.0473
